ENTITY_CD,ENTITY_NAME,YEAR,COMMON_BRANCH,GRADE_8_MATH,GRADE_8_ENGLISH,GRADE_8_SCI,GRADE_8_SS,GRADE_10_ENGLISH,GRADE_10_MATH,GRADE_10_SCI,GRADE_10_SS
141901060000,LANCASTER CENTRAL SCHOOL DISTRICT,2016,22,21,16,26,,24,24,24,25
141901060001,JOHN A SCIOLE ELEMENTARY SCHOOL,2016,21,,,,,,,,
141901060004,COMO PARK ELEMENTARY SCHOOL,2016,21,,,,,,,,
141901060005,COURT STREET ELEMENTARY SCHOOL,2016,21,,,,,,,,
141901060006,HILLVIEW ELEMENTARY SCHOOL,2016,23,,,,,,,,
141901060007,LANCASTER MIDDLE SCHOOL,2016,,21,16,26,,,,,
141901060008,LANCASTER HIGH SCHOOL,2016,,,,,,24,24,24,25
141901060010,WILLIAM STREET SCHOOL,2016,24,,,,,,,,
142101040000,AKRON CENTRAL SCHOOL DISTRICT,2016,21,16,26,26,,23,17,15,22
142101040001,AKRON ELEMENTARY SCHOOL,2016,21,,,,,,,,
142101040002,AKRON HIGH SCHOOL,2016,,,,,,23,17,15,22
142101040003,AKRON MIDDLE SCHOOL,2016,,16,26,26,,,,,
142201040000,NORTH COLLINS CENTRAL SCHOOL DISTRICT,2016,19,13,22,16,,26,18,,16
142201040001,NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL,2016,,11,22,16,,26,18,,16
142201040002,NORTH COLLINS ELEMENTARY SCHOOL,2016,19,,,,,,,,
142301060000,ORCHARD PARK CENTRAL SCHOOL DISTRICT,2016,21,27,27,28,28,25,23,24,24
142301060001,WINDOM ELEMENTARY SCHOOL,2016,22,,,,,,,,
142301060002,ORCHARD PARK MIDDLE SCHOOL,2016,,27,27,28,28,,,,
142301060003,EGGERT ROAD ELEMENTARY SCHOOL,2016,20,,,,,,,,
142301060005,SOUTH DAVIS ELEMENTARY SCHOOL,2016,20,,,,,,,,
142301060006,ORCHARD PARK HIGH SCHOOL,2016,,,,25,,25,23,24,24
142301060007,ELLICOTT ROAD ELEMENTARY SCHOOL,2016,23,,,,,,,,
142500010000,TONAWANDA CITY SCHOOL DISTRICT,2016,20,24,25,20,25,22,22,17,22
142500010003,FLETCHER ELEMENTARY SCHOOL,2016,21,,,,,,,,
142500010005,MULLEN ELEMENTARY SCHOOL,2016,19,,,,,,,,
142500010007,RIVERVIEW ELEMENTARY SCHOOL,2016,20,,,,,,,,
142500010009,TONAWANDA MIDDLE/HIGH SCHOOL,2016,,24,25,20,25,22,22,17,22
142601030000,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,2016,21,21,21,22,21,21,19,20,22
142601030002,ALEXANDER HAMILTON ELEMENTARY SCHOOL,2016,21,,,,,,,,
142601030003,BEN FRANKLIN MIDDLE SCHOOL,2016,,22,23,23,22,,,,
142601030006,CHARLES A LINDBERGH ELEMENTARY SCHOOL,2016,21,,,,,,,,
142601030011,HERBERT HOOVER MIDDLE SCHOOL,2016,,23,22,22,23,,,,
142601030013,HOLMES ELEMENTARY SCHOOL,2016,20,,,,,,,,
142601030019,THEODORE ROOSEVELT ELEMENTARY SCHOOL,2016,19,,,,,,,,
142601030020,THOMAS A EDISON ELEMENTARY SCHOOL,2016,22,,,,,,,,
142601030022,KENMORE MIDDLE SCHOOL,2016,,19,19,,19,,,,
142601030023,BEN FRANKLIN ELEMENTARY SCHOOL,2016,22,,,,,,,,
142601030024,HERBERT HOOVER ELEMENTARY SCHOOL,2016,22,,,,,,,,
142601030025,KENMORE EAST SENIOR HIGH SCHOOL,2016,,,,,,23,19,20,22
142601030026,KENMORE WEST SENIOR HIGH SCHOOL,2016,,,,,,20,18,21,24
142601860031,CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,2016,27,20,23,19,20,20,29,18,20
142801060000,WEST SENECA CENTRAL SCHOOL DISTRICT,2016,22,21,21,21,21,24,23,25,25
142801060003,ALLENDALE ELEMENTARY SCHOOL,2016,23,,,,,,,,
142801060005,EAST MIDDLE SCHOOL,2016,,21,21,21,21,,,,
142801060008,WINCHESTER ELEMENTARY SCHOOL,2016,19,,,,,,,,
142801060010,WEST SENECA WEST SENIOR HIGH SCHOOL,2016,,,,,,25,21,24,24
142801060011,WEST MIDDLE SCHOOL,2016,28,21,21,21,21,,,,
142801060015,CLINTON ELEMENTARY SCHOOL,2016,22,,,,,,,,
142801060016,WEST SENECA EAST SENIOR HIGH SCHOOL,2016,,,,,,23,25,27,26
142801060017,NORTHWOOD ELEMENTARY SCHOOL,2016,21,,,,,,,,
142801060018,WEST ELEMENTARY SCHOOL,2016,24,,,,,,,,
150203040000,CROWN POINT CENTRAL SCHOOL DISTRICT,2016,20,16,16,16,16,20,,,20
150203040001,CROWN POINT CENTRAL SCHOOL,2016,20,16,16,16,16,20,,,20
150301040000,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,2016,16,14,13,14,14,10,,15,15
150301040001,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL,2016,16,14,13,14,14,10,,15,15
150601040000,KEENE CENTRAL SCHOOL DISTRICT,2016,13,,13,13,13,16,5,,16
150601040001,KEENE CENTRAL SCHOOL,2016,13,,13,13,13,16,5,,16
150801040000,MINERVA CENTRAL SCHOOL DISTRICT,2016,10,4,4,4,4,12,,,7
150801040001,MINERVA CENTRAL SCHOOL,2016,10,4,4,4,4,12,,,7
150901040000,MORIAH CENTRAL SCHOOL DISTRICT,2016,17,,13,,,14,23,17,19
150901040004,MORIAH JUNIOR-SENIOR HIGH SCHOOL,2016,,,13,,,14,23,17,19
150901040007,MORIAH ELEMENTARY SCHOOL,2016,18,,,,,,,,
151001040000,NEWCOMB CENTRAL SCHOOL DISTRICT,2016,10,9,10,,10,7,4,,9
151001040001,NEWCOMB CENTRAL SCHOOL,2016,9,9,10,,10,7,4,,9
151102040000,LAKE PLACID CENTRAL SCHOOL DISTRICT,2016,15,11,11,12,11,13,18,17,13
151102040001,LAKE PLACID JUNIOR-SENIOR HIGH SCHOOL,2016,,11,11,12,11,13,18,17,13
151102040002,LAKE PLACID ELEMENTARY SCHOOL,2016,15,,,,,,,,
151401040000,SCHROON LAKE CENTRAL SCHOOL DISTRICT,2016,15,10,18,17,19,15,7,13,13
151401040001,SCHROON LAKE CENTRAL SCHOOL,2016,16,10,,17,19,15,7,13,13
151501060000,TICONDEROGA CENTRAL SCHOOL DISTRICT,2016,18,17,17,17,18,14,7,17,14
151501060001,TICONDEROGA SENIOR HIGH SCHOOL,2016,,,,,,14,7,17,14
151501060003,TICONDEROGA ELEMENTARY SCHOOL,2016,18,,,,,,,,
151501060007,TICONDEROGA MIDDLE SCHOOL,2016,,13,17,17,18,,,,
151601040000,WESTPORT CENTRAL SCHOOL DISTRICT,2016,16,,15,15,15,16,4,14,15
151601040001,WESTPORT CENTRAL SCHOOL,2016,16,,15,15,15,16,4,14,15
151701040000,WILLSBORO CENTRAL SCHOOL DISTRICT,2016,20,9,11,19,10,15,3,10,15
151701040001,WILLSBORO CENTRAL SCHOOL,2016,20,9,11,19,10,15,3,10,15
160101060000,TUPPER LAKE CENTRAL SCHOOL DISTRICT,2016,17,,,,28,,10,,5
160101060001,TUPPER LAKE MIDDLE-HIGH SCHOOL,2016,,,,,28,,10,,5
160101060003,L P QUINN ELEMENTARY SCHOOL,2016,17,,,,,,,,
160801040000,CHATEAUGAY CENTRAL SCHOOL DISTRICT,2016,20,13,15,,,13,26,12,38
160801040001,CHATEAUGAY ELEMENTARY SCHOOL,2016,20,,,,,,,,
160801040002,CHATEAUGAY HIGH SCHOOL,2016,,13,15,,,13,26,12,38
161201040000,SALMON RIVER CENTRAL SCHOOL DISTRICT,2016,15,,,17,,,,,
161201040001,SAINT REGIS MOHAWK SCHOOL,2016,14,,,,,,,,
161201040003,SALMON RIVER ELEMENTARY SCHOOL,2016,16,,,,,,,,
161401060000,SARANAC LAKE CENTRAL SCHOOL DISTRICT,2016,19,15,18,19,18,21,23,21,21
161401060001,PETROVA ELEMENTARY SCHOOL,2016,20,,,,,,,,
161401060002,SARANAC LAKE SENIOR HIGH SCHOOL,2016,,,,,,21,23,21,21
161401060003,SARANAC LAKE MIDDLE SCHOOL,2016,,15,18,19,18,,,,
161401060004,BLOOMINGDALE SCHOOL,2016,19,,,,,,,,
161501060000,MALONE CENTRAL SCHOOL DISTRICT,2016,19,23,14,13,13,19,21,19,19
161501060006,FLANDERS ELEMENTARY SCHOOL,2016,19,,,,,,,,
161501060011,DAVIS ELEMENTARY SCHOOL,2016,20,,,,,,,,
161501060014,FRANKLIN ACADEMY HIGH SCHOOL,2016,,,,,,19,21,18,19
161501060015,MALONE MIDDLE SCHOOL,2016,,23,14,12,13,,,,
161501060016,SAINT JOSEPH'S ELEMENTARY SCHOOL,2016,18,,,,,,,,
161601040000,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,2016,19,15,16,,16,15,13,13,15
161601040002,BRUSHTON-MOIRA HIGH SCHOOL,2016,,15,,,16,15,13,13,15
161601040003,BRUSHTON GRADE SCHOOL,2016,19,,,,,,,,
161801040000,SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,2016,17,8,11,18,23,12,12,,12
161801040001,SAINT REGIS FALLS CENTRAL SCHOOL,2016,17,7,11,18,23,,12,,12
170301020000,WHEELERVILLE UNION FREE SCHOOL DISTRICT,2016,13,18,18,9,18,,,,
170301020001,WHEELERVILLE SCHOOL,2016,13,18,18,9,18,,,,
170500010000,GLOVERSVILLE CITY SCHOOL DISTRICT,2016,19,22,19,21,19,18,19,20,20
170500010004,BOULEVARD SCHOOL,2016,18,,,,,,,,
170500010006,MCNAB-MECO SCHOOL,2016,19,,,,,,,,
170500010007,PARK TERRACE SCHOOL,2016,19,,,,,,,,
170500010008,GLOVERSVILLE MIDDLE SCHOOL,2016,,22,19,21,19,,,,
170500010009,GLOVERSVILLE HIGH SCHOOL,2016,,,,,,18,19,20,20
170500010011,KINGSBOROUGH SCHOOL,2016,19,,,,,,,,
170600010000,JOHNSTOWN CITY SCHOOL DISTRICT,2016,21,17,17,15,14,19,,13,21
170600010001,GLEBE STREET ELEMENTARY SCHOOL,2016,21,,,,,,,,
170600010004,PLEASANT AVENUE SCHOOL,2016,18,,,,,,,,
170600010005,WARREN STREET SCHOOL,2016,23,,,,,,,,
170600010006,JOHNSTOWN SENIOR HIGH SCHOOL,2016,,,,,,19,,13,21
170600010007,KNOX JUNIOR HIGH SCHOOL,2016,,17,17,15,14,,,,
170801040000,MAYFIELD CENTRAL SCHOOL DISTRICT,2016,21,17,16,20,20,17,19,18,15
170801040001,MAYFIELD ELEMENTARY SCHOOL,2016,21,,,,,,,,
170801040002,MAYFIELD JR/SR HIGH SCHOOL,2016,,17,16,20,20,17,19,18,15
170901040000,NORTHVILLE CENTRAL SCHOOL DISTRICT,2016,16,,18,,38,22,,,
170901040001,NORTHVILLE HIGH SCHOOL,2016,18,,18,,38,22,,,
170901040002,NORTHVILLE ELEMENTARY SCHOOL,2016,16,,,,,,,,
171102040000,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,2016,22,22,19,17,19,20,17,27,19
171102040001,BROADALBIN-PERTH INTERMEDIATE SCHOOL,2016,22,,,,,,,,
171102040002,LEARNING COMMUNITY AT BROADALBIN-PERTH (THE),2016,21,,,,,,,,
171102040003,BROADALBIN-PERTH MIDDLE SCHOOL,2016,,21,19,17,19,,,,
171102040004,BROADALBIN-PERTH HIGH SCHOOL,2016,,,,,,20,17,27,19
180202040000,ALEXANDER CENTRAL SCHOOL DISTRICT,2016,18,18,17,19,19,,16,15,21
180202040002,ALEXANDER ELEMENTARY SCHOOL,2016,18,,,,,,,,
180202040003,ALEXANDER MIDDLE SCHOOL-HIGH SCHOOL,2016,24,18,17,19,19,,16,10,21
180300010000,BATAVIA CITY SCHOOL DISTRICT,2016,20,20,21,22,21,24,17,,18
180300010001,JOHN KENNEDY SCHOOL,2016,20,,,,,,,,
180300010003,JACKSON SCHOOL,2016,21,,,,,,,,
180300010005,BATAVIA MIDDLE SCHOOL,2016,21,20,21,22,21,,,,
180300010006,BATAVIA HIGH SCHOOL,2016,,,,,,24,17,,18
180701040000,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,2016,19,18,18,18,,16,22,16,20
180701040001,BYRON-BERGEN JUNIOR/SENIOR HIGH SCHOOL,2016,,18,18,15,,7,22,16,20
180701040004,BYRON-BERGEN ELEMENTARY SCHOOL,2016,19,,,,,,,,
180901040000,ELBA CENTRAL SCHOOL DISTRICT,2016,14,13,13,13,13,18,6,9,11
180901040001,ELBA ELEMENTARY SCHOOL,2016,14,,,,,,,,
180901040002,ELBA JUNIOR-SENIOR HIGH SCHOOL,2016,,13,,13,13,18,6,9,11
181001060000,LE ROY CENTRAL SCHOOL DISTRICT,2016,19,24,18,18,18,15,8,16,16
181001060001,WOLCOTT STREET SCHOOL,2016,19,,,,,,,,
181001060002,LE ROY JUNIOR-SENIOR HIGH SCHOOL,2016,,24,18,18,18,15,8,16,16
181101040000,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,2016,16,13,16,17,17,14,13,14,14
181101040001,OAKFIELD-ALABAMA MIDDLE SCHOOL HIGH SCHOOL,2016,,13,,17,17,14,13,14,14
181101040006,OAKFIELD-ALABAMA ELEMENTARY SCHOOL,2016,16,,,,,,,,
181201040000,PAVILION CENTRAL SCHOOL DISTRICT,2016,16,14,15,14,15,14,13,20,14
181201040001,PAVILION JUNIOR-SENIOR HIGH SCHOOL,2016,,14,15,14,15,14,13,20,14
181201040002,D B BUNCE ELEMENTARY SCHOOL,2016,16,,,,,,,,
181302040000,PEMBROKE CENTRAL SCHOOL DISTRICT,2016,19,19,20,22,21,9,14,18,18
181302040001,PEMBROKE INTERMEDIATE SCHOOL,2016,18,,,,,,,,
181302040002,PEMBROKE JUNIOR-SENIOR HIGH SCHOOL,2016,,19,20,22,21,9,14,18,18
181302040003,PEMBROKE PRIMARY SCHOOL,2016,19,,,,,,,,
190301040000,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,2016,20,17,17,17,22,18,8,16,13
190301040001,CAIRO-DURHAM ELEMENTARY SCHOOL,2016,20,,,,,,,,
190301040003,CAIRO-DURHAM HIGH SCHOOL,2016,,,,,,18,8,16,13
190301040004,CAIRO-DURHAM MIDDLE SCHOOL,2016,,17,17,,22,,,,
190401060000,CATSKILL CENTRAL SCHOOL DISTRICT,2016,24,18,24,22,22,18,18,13,13
190401060003,CATSKILL SENIOR HIGH SCHOOL,2016,,,,,,18,18,13,13
190401060007,CATSKILL MIDDLE SCHOOL,2016,,18,24,,22,,,,
190401060008,CATSKILL ELEMENTARY SCHOOL,2016,24,,,,,,,,
190501040000,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,2016,18,22,19,20,20,25,24,18,14
190501040001,COXSACKIE-ATHENS HIGH SCHOOL,2016,,,,,,25,24,18,14
190501040002,COXSACKIE ELEMENTARY SCHOOL,2016,18,,,,,,,,
190501040003,EDWARD J ARTHUR ELEMENTARY SCHOOL,2016,18,,,,,,,,
190501040004,COXSACKIE-ATHENS MIDDLE SCHOOL,2016,20,22,18,20,,,,,
190701040000,GREENVILLE CENTRAL SCHOOL DISTRICT,2016,19,18,23,19,24,16,21,14,27
190701040001,GREENVILLE MIDDLE SCHOOL,2016,21,,23,,,,,,
190701040004,GREENVILLE HIGH SCHOOL,2016,,,,,,16,21,14,28
190701040005,SCOTT M ELLIS ELEMENTARY SCHOOL,2016,18,,,,,,,,
190901040000,HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT,2016,15,26,32,16,32,20,8,21,10
190901040001,HUNTER-TANNERSVILLE MIDDLE SCHOOL HIGH SCHOOL,2016,,26,32,16,32,20,8,21,10
190901040003,HUNTER ELEMENTARY SCHOOL,2016,15,,,,,,,,
191401040000,WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT,2016,12,11,11,11,11,12,9,7,12
191401040001,WINDHAM ASHLAND CENTRAL SCHOOL,2016,12,11,11,11,11,12,9,7,12
200401040000,INDIAN LAKE CENTRAL SCHOOL DISTRICT,2016,7,5,8,8,8,5,6,9,9
200401040001,INDIAN LAKE CENTRAL SCHOOL,2016,7,5,8,8,8,5,6,9,9
200501080000,INLET COMMON SCHOOL DISTRICT,2016,5,,,,,,,,
200501080001,INLET ELEMENTARY SCHOOL,2016,5,,,,,,,,
200601040000,LAKE PLEASANT CENTRAL SCHOOL DISTRICT,2016,11,4,7,7,7,,,,
200601040001,LAKE PLEASANT SCHOOL,2016,11,4,7,7,7,,,,
200701040000,LONG LAKE CENTRAL SCHOOL DISTRICT,2016,7,3,6,6,6,7,2,,7
200701040001,LONG LAKE CENTRAL SCHOOL,2016,7,3,6,6,6,7,2,,7
200901040000,WELLS CENTRAL SCHOOL DISTRICT,2016,9,8,14,14,14,6,11,10,6
200901040001,WELLS SCHOOL,2016,9,8,14,14,14,6,11,10,6
210302040000,WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT,2016,17,18,,19,,18,17,20,19
210302040003,WEST CANADA VALLEY JUNIOR-SENIOR HIGH SCHOOL,2016,,18,,19,,18,17,20,19
210302040005,WEST CANADA VALLEY ELEMENTARY SCHOOL,2016,17,,,,,,,,
210402060000,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,2016,22,21,19,21,18,24,,26,24
210402060001,FRANKFORT-SCHUYLER CENTRAL HIGH SCHOOL,2016,,,,,,24,,26,24
210402060003,FRANKFORT-SCHUYLER ELEMENTARY SCHOOL,2016,22,,,,,,,,
210402060005,FRANKFORT-SCHUYLER MIDDLE SCHOOL,2016,22,21,19,21,18,,,,
210601060000,HERKIMER CENTRAL SCHOOL DISTRICT,2016,21,17,17,16,17,21,14,17,16
210601060005,HERKIMER HIGH SCHOOL,2016,,17,17,16,17,21,14,17,16
210601060006,HERKIMER ELEMENTARY SCHOOL,2016,21,,,,,,,,
210800050000,LITTLE FALLS CITY SCHOOL DISTRICT,2016,18,13,16,21,21,12,15,26,
210800050001,BENTON HALL ACADEMY,2016,18,,,,,,,,
210800050005,LITTLE FALLS HIGH SCHOOL,2016,,,,,,12,15,26,
210800050006,LITTLE FALLS MIDDLE SCHOOL,2016,,13,16,21,21,,,,
211003040000,DOLGEVILLE CENTRAL SCHOOL DISTRICT,2016,17,13,,,,,,,
211003040001,DOLGEVILLE ELEMENTARY SCHOOL,2016,18,,,,,,,,
211003040004,DOLGEVILLE MIDDLE SCHOOL,2016,16,13,,,,,,,
211103040000,POLAND CENTRAL SCHOOL DISTRICT,2016,19,16,21,13,21,20,10,13,14
211103040001,POLAND JUNIOR-SENIOR HIGH SCHOOL,2016,,16,21,13,21,,10,13,2
211103040003,POLAND ELEMENTARY SCHOOL,2016,19,,,,,,,,
211701040000,VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT,2016,11,10,15,15,15,16,3,7,16
211701040001,OWEN D YOUNG CENTRAL SCHOOL,2016,11,10,15,15,15,16,3,7,16
211901020000,TOWN OF WEBB UNION FREE SCHOOL DISTRICT,2016,15,,25,10,13,27,19,,27
211901020001,TOWN OF WEBB SCHOOL,2016,15,,25,10,13,27,19,,27
212001040000,MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,2016,19,12,13,17,17,24,10,22,21
212001040002,MOUNT MARKHAM ELEMENTARY SCHOOL,2016,19,,,,,,,,
212001040003,MOUNT MARKHAM SENIOR HIGH SCHOOL,2016,,,,,,24,10,22,21
212001040005,MOUNT MARKHAM MIDDLE SCHOOL,2016,,12,13,18,17,,,,
212101040000,CENTRAL VALLEY CSD AT ILION-MOHAWK,2016,19,18,19,24,19,23,22,20,23
212101040001,GREGORY B JARVIS MIDDLE SCHOOL,2016,24,18,19,24,19,,,,
212101040002,HARRY M FISHER ELEMENTARY SCHOOL,2016,18,,,,,,,,
212101040005,CENTRAL VALLEY ACADEMY,2016,,,,,,23,22,20,23
212101040006,BARRINGER ROAD ELEMENTARY SCHOOL,2016,19,,,,,,,,
220101040000,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,2016,21,18,19,24,21,18,19,17,17
220101040002,SOUTH JEFFERSON HIGH SCHOOL,2016,,,,,,18,19,17,17
220101040003,MAYNARD P WILSON ELEMENTARY SCHOOL,2016,22,,,,,,,,
220101040004,MANNSVILLE MANOR ELEMENTARY SCHOOL,2016,20,,,,,,,,
220101040006,CLARKE MIDDLE SCHOOL,2016,,16,19,24,21,,,,
220202040000,ALEXANDRIA CENTRAL SCHOOL DISTRICT,2016,17,19,19,19,19,12,15,10,13
220202040001,ALEXANDRIA CENTRAL ELEMENTARY SCHOOL,2016,17,,,,,,,,
220202040002,ALEXANDRIA CENTRAL HIGH SCHOOL,2016,,19,19,19,19,4,15,11,13
220301060000,INDIAN RIVER CENTRAL SCHOOL DISTRICT,2016,20,17,17,20,17,20,19,17,21
220301060001,ANTWERP PRIMARY SCHOOL,2016,19,,,,,,,,
220301060002,EVANS MILLS PRIMARY SCHOOL,2016,18,,,,,,,,
220301060003,PHILADELPHIA PRIMARY SCHOOL,2016,17,,,,,,,,
220301060004,THERESA PRIMARY SCHOOL,2016,19,,,,,,,,
220301060007,INDIAN RIVER HIGH SCHOOL,2016,,,,,,20,19,16,21
220301060008,INDIAN RIVER MIDDLE SCHOOL,2016,,17,17,20,17,,,,
220301060009,CALCIUM PRIMARY SCHOOL,2016,20,,,,,,,,
220301060010,INDIAN RIVER INTERMEDIATE SCHOOL,2016,21,,,,,,,,
220401040000,GENERAL BROWN CENTRAL SCHOOL DISTRICT,2016,23,17,17,15,,22,19,14,20
220401040002,BROWNVILLE SCHOOL,2016,23,,,,,,,,
220401040003,DEXTER ELEMENTARY SCHOOL,2016,22,,,,,,,,
220401040004,GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL,2016,,17,17,15,,22,19,14,20
220701040000,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,2016,16,18,18,18,18,21,13,6,14
220701040001,GUARDINO ELEMENTARY SCHOOL,2016,17,,,,,,,,
220701040002,CAPE VINCENT ELEMENTARY SCHOOL,2016,14,,,,,,,,
220701040003,THOUSAND ISLANDS HIGH SCHOOL,2016,,,,,,21,13,6,14
220701040004,THOUSAND ISLANDS MIDDLE SCHOOL,2016,,18,,18,,,,,
220909040000,BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT,2016,20,18,17,18,35,15,7,,14
220909040010,BELLEVILLE HENDERSON CENTRAL SCHOOL,2016,20,18,17,18,35,15,7,,14
221001040000,SACKETS HARBOR CENTRAL SCHOOL DISTRICT,2016,17,37,20,37,37,40,27,,
221001040001,SACKETS HARBOR CENTRAL SCHOOL,2016,17,37,20,37,37,40,27,,
221301040000,LYME CENTRAL SCHOOL DISTRICT,2016,16,26,25,13,26,24,24,23,24
221301040001,LYME CENTRAL SCHOOL,2016,16,26,25,13,26,24,24,23,24
221401040000,LA FARGEVILLE CENTRAL SCHOOL DISTRICT,2016,19,12,23,23,23,14,11,,
221401040001,LA FARGEVILLE CENTRAL SCHOOL,2016,19,12,23,23,23,14,11,,
222000010000,WATERTOWN CITY SCHOOL DISTRICT,2016,20,17,17,20,16,21,21,22,25
222000010007,KNICKERBOCKER SCHOOL,2016,18,,,,,,,,
222000010010,SHERMAN SCHOOL,2016,22,,,,,,,,
222000010011,STARBUCK ELEMENTARY SCHOOL,2016,18,,,,,,,,
222000010013,CASE MIDDLE SCHOOL,2016,,17,17,20,16,,,,
222000010014,NORTH ELEMENTARY SCHOOL,2016,21,,,,,,,,
222000010015,OHIO STREET SCHOOL,2016,21,,,,,,,,
222000010016,WATERTOWN SENIOR HIGH SCHOOL,2016,,,,,,21,21,22,25
222000010017,HAROLD T WILEY SCHOOL,2016,20,,,,,,,,
222201060000,CARTHAGE CENTRAL SCHOOL DISTRICT,2016,21,21,20,25,23,20,16,18,22
222201060001,CARTHAGE SENIOR HIGH SCHOOL,2016,,,,,,20,16,18,22
222201060002,BLACK RIVER SCHOOL,2016,19,,,,,,,,
222201060005,CARTHAGE ELEMENTARY SCHOOL,2016,21,,,,,,,,
222201060006,WEST CARTHAGE ELEMENTARY SCHOOL,2016,21,,,,,,,,
222201060011,CARTHAGE MIDDLE SCHOOL,2016,40,21,20,25,23,,,,
230201040000,COPENHAGEN CENTRAL SCHOOL DISTRICT,2016,17,11,15,16,16,16,11,10,14
230201040001,COPENHAGEN CENTRAL SCHOOL,2016,17,11,15,16,16,16,11,10,14
230301040000,HARRISVILLE CENTRAL SCHOOL DISTRICT,2016,20,34,39,,,30,17,25,31
230301040001,HARRISVILLE ELEMENTARY SCHOOL,2016,20,,,,,,,,
230301040002,HARRISVILLE JUNIOR-SENIOR HIGH SCHOOL,2016,,34,39,,,30,17,25,31
230901040000,LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT,2016,18,22,19,23,23,17,,,19
230901040001,LOWVILLE ELEMENTARY SCHOOL,2016,18,,,,,,,,
230901040002,LOWVILLE HIGH SCHOOL,2016,,,,,,17,,,19
230901040003,LOWVILLE MIDDLE SCHOOL,2016,,22,19,23,23,,,,
231101040000,SOUTH LEWIS CENTRAL SCHOOL DISTRICT,2016,18,16,19,21,21,20,19,19,19
231101040005,GLENFIELD ELEMENTARY SCHOOL,2016,17,,,,,,,,
231101040006,SOUTH LEWIS MIDDLE SCHOOL,2016,18,16,19,,21,,,,
231101040007,SOUTH LEWIS HIGH SCHOOL,2016,,,,,,20,19,19,19
231101040008,PORT LEYDEN ELEMENTARY SCHOOL,2016,18,,,,,,,,
231301040000,BEAVER RIVER CENTRAL SCHOOL DISTRICT,2016,18,24,24,19,24,21,18,22,21
231301040001,BEAVER RIVER ELEMENTARY SCHOOL,2016,18,,,,,,,,
231301040002,BEAVER RIVER SENIOR HIGH SCHOOL,2016,,,,,,21,18,22,21
240101040000,AVON CENTRAL SCHOOL DISTRICT,2016,19,18,,17,20,16,,19,21
240101040001,AVON PRIMARY SCHOOL,2016,19,,,,,,,,
240101040002,AVON HIGH SCHOOL,2016,,18,,,,16,,19,21
240101040003,AVON MIDDLE SCHOOL,2016,,,,17,20,,,,
240201040000,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,2016,18,17,17,23,24,17,15,20,21
240201040001,CALEDONIA-MUMFORD ELEMENTARY SCHOOL,2016,18,,,,,,,,
240201040002,CALEDONIA-MUMFORD HIGH SCHOOL,2016,,,,,,17,15,20,21
240201040003,CALEDONIA-MUMFORD MIDDLE SCHOOL,2016,,17,17,23,24,,,,
240401040000,GENESEO CENTRAL SCHOOL DISTRICT,2016,18,18,15,20,19,18,7,18,18
240401040001,GENESEO MIDDLE SCHOOL HIGH SCHOOL,2016,,18,15,20,19,18,7,18,18
240401040002,GENESEO ELEMENTARY SCHOOL,2016,18,,,,,,,,
240801060000,LIVONIA CENTRAL SCHOOL DISTRICT,2016,20,22,21,21,21,15,18,21,18
240801060001,LIVONIA ELEMENTARY SCHOOL,2016,20,,,,,,,,
240801060002,LIVONIA SENIOR HIGH SCHOOL,2016,,,,,,15,18,23,18
240801060003,LIVONIA MIDDLE SCHOOL,2016,,20,21,22,23,,,,
240901040000,MOUNT MORRIS CENTRAL SCHOOL DISTRICT,2016,18,17,16,24,19,18,,17,22
240901040001,MOUNT MORRIS MIDDLE/SENIOR HIGH SCHOOL,2016,,17,16,24,19,18,,17,
240901040002,MOUNT MORRIS ELEMENTARY SCHOOL,2016,18,,,,,,,,
241001060000,DANSVILLE CENTRAL SCHOOL DISTRICT,2016,20,20,20,21,21,21,17,14,16
241001060001,ELLIS B HYDE ELEMENTARY SCHOOL,2016,21,,,,,,,,
